Fall,College,Degree,Major Name,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
1998,LAS,,Slavic Languages & Literature,,12,7,5,0,7,0,0,1,0,0,0,4,0,0,0,0,0,4,8
1999,LAS,,Slavic Languages & Literature,,11,7,4,0,7,0,0,1,0,0,0,3,0,0,0,0,0,3,8
2000,LAS,,Slavic Languages & Literature,,8,6,2,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,6
2001,LAS,,Slavic Languages & Literature,,7,5,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,5
2002,LAS,,Slavic Languages & Literature,,6,4,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,5
2003,LAS,,Slavic Languages & Literature,,4,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2018,LAS,BALAS,Slavic Studies,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,Slavic Studies,Russian Lang Lit Culture,3,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0
2018,LAS,BALAS,Slavic Studies,Russian Lang Lit Culture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,LAS,BALAS,Slavic Studies,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,LAS,BALAS,Slavic Studies,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,LAS,BALAS,Slavic Studies,Russian Lang Lit Culture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1980,Applied Health Sciences,,SOC SCI SP,,13,8,5,0,12,0,1,0,0,0,0,0,0,0,0,0,0,10,3
1981,Applied Health Sciences,,SOC SCI SP,,5,3,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0
1982,Applied Health Sciences,,SOC SCI SP,,8,3,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,7,1
1983,Applied Health Sciences,,SOC SCI SP,,10,8,2,0,8,0,1,0,0,0,0,1,0,0,0,0,0,7,3
1984,Applied Health Sciences,,SOC SCI SP,,9,6,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,6,3
1985,Applied Health Sciences,,SOC SCI SP,,8,4,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,6,2
1986,Applied Health Sciences,,SOC SCI SP,,13,7,6,0,9,0,2,0,0,0,0,2,0,0,0,0,0,10,3
1987,Applied Health Sciences,,SOC SCI SP,,13,7,6,0,11,0,1,0,0,0,0,1,0,0,0,0,0,11,2
1988,Applied Health Sciences,,SOC SCI SP,,21,15,6,0,19,0,1,0,0,0,0,1,0,0,0,0,0,17,4
1989,Applied Health Sciences,,SOC SCI SP,,13,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,3
1990,Applied Health Sciences,,SOC SCI SP,,16,14,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,14,2
1991,Applied Health Sciences,,SOC SCI SP,,12,8,4,0,9,1,2,0,0,0,0,0,0,0,0,0,0,11,1
1992,Applied Health Sciences,,SOC SCI SP,,13,10,3,0,11,0,2,0,0,0,0,0,0,0,0,0,0,10,3
1993,Applied Health Sciences,,SOC SCI SP,,6,4,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,2
1994,Applied Health Sciences,,SOC SCI SP,,5,3,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,2
1995,Applied Health Sciences,,SOC SCI SP,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1981,LAS,,SOCIAL SCI,,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1982,LAS,,SOCIAL SCI,,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1983,LAS,,SOCIAL SCI,,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1984,LAS,,SOCIAL SCI,,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1985,LAS,,SOCIAL SCI,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Social Work,BSW,Social Work,,253,35,218,0,141,17,21,59,0,1,12,2,0,31,6,1,20,245,8
2018,Social Work,MSW,Social Work,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018,Social Work,MSW,Social Work,,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018,Social Work,MSW,Social Work,Health Care,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Social Work,MSW,Social Work,Mental Health,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Social Work,MSW,Social Work,School Social Work,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018,Social Work,MSW,Social Work,Advanced Clinical Practice,178,28,150,0,124,8,23,16,0,0,5,0,2,27,2,0,9,168,10
2018,Social Work,MSW,Social Work,Advanced Clinical Practice,107,10,97,0,80,2,15,7,0,0,3,0,0,17,1,0,3,107,0
2018,Social Work,MSW,Social Work,Leadership and Social Change,23,2,21,0,13,2,2,4,0,0,1,1,0,4,0,0,2,20,3
2018,Social Work,MSW,Social Work,Leadership and Social Change,6,1,5,0,4,1,1,0,0,0,0,0,0,1,0,0,1,6,0
2018,Social Work,NDEG,Social Work,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Social Work,NDEG,Social Work,,6,0,6,0,3,0,0,2,0,0,0,1,0,0,0,0,0,4,2
2018,Social Work,PHD,Social Work,,23,7,16,0,8,3,2,0,0,0,1,9,0,2,0,0,4,10,13
2017,Social Work,BSW,Social Work,,263,37,226,0,148,19,27,54,0,0,11,2,2,34,4,0,23,249,14
2017,Social Work,MSW,Social Work,,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0
2017,Social Work,MSW,Social Work,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Social Work,MSW,Social Work,Health Care,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Social Work,MSW,Social Work,Health Care,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,1
2017,Social Work,MSW,Social Work,Mental Health,7,2,5,0,4,0,1,0,0,0,2,0,0,2,0,0,2,6,1
2017,Social Work,MSW,Social Work,Mental Health,20,2,18,0,16,0,3,0,0,0,1,0,0,3,0,0,1,18,2
2017,Social Work,MSW,Social Work,School Social Work,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2017,Social Work,MSW,Social Work,School Social Work,3,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0
2017,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",8,2,6,0,6,0,2,0,0,0,0,0,0,2,0,0,0,8,0
2017,Social Work,MSW,Social Work,Advanced Clinical Practice,156,16,140,0,109,8,22,15,0,0,1,1,0,23,0,0,9,141,15
2017,Social Work,MSW,Social Work,Advanced Clinical Practice,67,10,57,0,53,2,8,2,0,0,2,0,0,9,0,0,3,67,0
2017,Social Work,MSW,Social Work,Leadership and Social Change,17,4,13,0,13,1,0,2,0,0,0,0,1,0,0,0,1,15,2
2017,Social Work,MSW,Social Work,Leadership and Social Change,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0
2017,Social Work,NDEG,Social Work,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,Social Work,NDEG,Social Work,,6,0,6,0,4,0,0,1,0,0,0,1,0,0,0,0,0,5,1
2017,Social Work,PHD,Social Work,,26,10,16,0,10,1,1,1,0,0,1,12,0,1,0,0,2,11,15
2016,Social Work,BSW,Social Work,,267,32,235,0,152,17,29,56,0,0,9,2,2,37,4,0,20,252,15
2016,Social Work,MSW,Social Work,,5,0,5,0,3,0,2,0,0,0,0,0,0,2,0,0,0,4,1
2016,Social Work,MSW,Social Work,Health Care,14,3,11,0,10,1,2,0,0,0,0,1,0,2,0,0,1,12,2
2016,Social Work,MSW,Social Work,Mental Health,37,5,32,0,28,1,2,4,0,0,2,0,0,4,1,0,3,34,3
2016,Social Work,MSW,Social Work,School Social Work,23,2,21,0,17,2,1,2,0,0,1,0,0,2,0,0,2,23,0
2016,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",5,2,3,0,3,0,2,0,0,0,0,0,0,2,0,0,0,4,1
2016,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",10,1,9,0,6,1,2,1,0,0,0,0,0,2,0,0,1,7,3
2016,Social Work,MSW,Social Work,Advanced Clinical Practice,101,9,92,0,63,8,14,12,0,1,2,1,0,15,1,1,10,94,7
2016,Social Work,MSW,Social Work,Leadership and Social Change,12,2,10,0,6,0,3,2,0,0,0,0,1,3,0,0,0,10,2
2016,Social Work,NDEG,Social Work,,10,3,7,0,8,0,0,2,0,0,0,0,0,0,0,0,0,10,0
2016,Social Work,PHD,Social Work,,27,10,17,0,10,1,1,1,0,0,1,13,0,1,0,0,2,9,18
2015,Social Work,NDEG,Social Work,,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2015,Social Work,MSW,Social Work,,4,1,3,0,1,0,2,0,0,0,1,0,0,2,0,0,1,4,0
2015,Social Work,MSW,Social Work,School Social Work,46,4,42,0,32,5,3,4,0,0,2,0,0,5,0,0,5,46,0
2015,Social Work,MSW,Social Work,Health Care,34,5,29,0,23,2,2,4,0,0,1,1,1,3,0,0,2,32,2
2015,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",18,3,15,0,8,2,6,1,0,0,1,0,0,6,0,0,3,15,3
2015,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",29,3,26,0,16,1,7,4,0,0,0,1,0,7,0,0,1,24,5
2015,Social Work,MSW,Social Work,Mental Health,89,10,79,0,59,3,13,9,0,0,4,1,0,17,1,0,5,82,7
2015,Social Work,BSW,Social Work,,218,22,196,0,126,16,27,41,0,0,7,0,1,35,3,0,19,207,11
2015,Social Work,PHD,Social Work,,26,8,18,0,13,0,1,1,0,0,1,10,0,1,0,0,1,11,15
2014,Social Work,MSW,Social Work,School Social Work,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,Social Work,NDEG,Social Work,,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2014,Social Work,MSW,Social Work,,8,2,6,0,4,1,2,0,0,0,0,1,0,2,0,0,1,6,2
2014,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",28,2,26,0,13,3,8,3,0,0,0,1,0,8,0,0,3,26,2
2014,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",15,3,12,0,6,3,3,2,0,0,0,1,0,3,0,0,3,12,3
2014,Social Work,MSW,Social Work,School Social Work,36,2,34,0,26,2,2,4,0,0,2,0,0,5,0,0,2,32,4
2014,Social Work,MSW,Social Work,Health Care,44,5,39,0,28,2,5,7,0,0,0,1,1,5,0,0,2,39,5
2014,Social Work,BSW,Social Work,,173,23,150,0,108,11,20,27,0,1,5,1,0,29,2,1,13,165,8
2014,Social Work,MSW,Social Work,Mental Health,84,9,75,0,65,3,6,5,0,0,2,2,1,8,0,0,3,75,9
2014,Social Work,PHD,Social Work,,22,7,15,0,11,0,1,0,0,0,1,8,1,1,0,0,2,9,13
2013,Social Work,NDEG,Social Work,,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2013,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",18,1,17,0,13,1,1,2,0,0,1,0,0,1,0,0,0,16,2
2013,Social Work,PHD,Social Work,,24,5,19,0,11,0,1,0,0,0,1,11,0,1,0,0,0,7,17
2013,Social Work,MSW,Social Work,School Social Work,43,3,40,0,36,1,2,4,0,0,0,0,0,3,0,0,0,42,1
2013,Social Work,MSW,Social Work,,9,1,8,0,3,1,4,0,0,0,0,1,0,4,0,0,0,7,2
2013,Social Work,MSW,Social Work,Health Care,36,2,34,0,25,2,5,4,0,0,0,0,0,5,1,0,0,36,0
2013,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",31,3,28,0,17,5,6,2,0,0,1,0,0,7,0,0,0,27,4
2013,Social Work,MSW,Social Work,Mental Health,96,16,80,0,73,0,10,9,0,0,2,1,1,12,0,0,0,86,10
2013,Social Work,BSW,Social Work,,143,17,126,0,91,8,20,15,0,1,5,1,2,24,2,0,0,141,2
2012,Social Work,PHD,Social Work,,24,5,19,0,10,1,0,0,0,0,1,12,0,0,0,0,0,8,16
2012,Social Work,MSW,Social Work,,19,4,15,0,12,1,2,1,0,0,0,3,0,2,0,0,0,14,5
2012,Social Work,MSW,Social Work,School Social Work,45,5,40,0,35,5,2,2,0,0,1,0,0,2,0,0,0,43,2
2012,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",23,4,19,0,12,1,5,3,0,0,2,0,0,5,1,0,0,19,4
2012,Social Work,MSW,Social Work,Health Care,24,1,23,0,17,0,5,2,0,0,0,0,0,6,1,0,0,22,2
2012,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",40,8,32,0,31,1,6,1,0,0,1,0,0,6,0,0,0,36,4
2012,Social Work,MSW,Social Work,Mental Health,67,11,56,0,50,1,8,6,0,0,2,0,0,10,0,0,0,62,5
2012,Social Work,BSW,Social Work,,113,10,103,0,68,8,19,10,0,0,4,1,3,19,2,0,0,108,5
2011,Social Work,PHD,Social Work,,25,4,21,0,8,1,0,0,0,0,1,15,0,0,0,0,0,8,17
2011,Social Work,MSW,Social Work,,22,4,18,0,14,1,4,1,0,0,0,2,0,4,0,0,0,19,3
2011,Social Work,MSW,Social Work,Health Care,25,0,25,0,19,1,4,1,0,0,0,0,0,5,0,0,0,21,4
2011,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",17,1,16,0,9,1,5,1,0,0,1,0,0,5,1,0,0,15,2
2011,Social Work,MSW,Social Work,School Social Work,58,4,54,0,44,3,6,3,0,0,2,0,0,6,1,0,0,55,3
2011,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",40,6,34,0,30,1,7,2,0,0,0,0,0,7,0,0,0,38,2
2011,Social Work,MSW,Social Work,Mental Health,78,19,59,0,60,2,6,8,0,0,2,0,0,9,0,0,0,71,7
2011,Social Work,BSW,Social Work,,107,11,96,0,65,6,17,13,0,0,4,0,2,18,2,0,0,104,3
2010,Social Work,NDEG,Social Work,,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2010,Social Work,MSW,Social Work,Health Care,18,0,18,0,14,2,1,0,0,0,1,0,0,1,0,0,0,17,1
2010,Social Work,MSW,Social Work,"Advocacy, Ldrshp, Socl Change ",14,2,12,0,8,3,3,0,0,0,0,0,0,3,0,0,0,13,1
2010,Social Work,PHD,Social Work,,30,3,27,0,10,1,2,1,0,0,1,15,0,3,2,0,0,12,18
2010,Social Work,MSW,Social Work,Mental Health,55,8,47,0,43,3,3,6,0,0,0,0,0,4,0,0,0,51,4
2010,Social Work,MSW,Social Work,"Children, Youth, Family Svcs ",32,2,30,0,24,2,4,1,0,0,1,0,0,5,0,0,0,31,1
2010,Social Work,MSW,Social Work,School Social Work,55,5,50,0,45,0,6,4,0,0,0,0,0,7,0,0,0,53,2
2010,Social Work,BSW,Social Work,,47,6,41,0,31,2,7,4,0,0,3,0,0,8,1,0,0,47,0
2010,Social Work,MSW,Social Work,,52,7,45,0,41,0,8,2,0,0,0,0,1,8,0,0,0,49,3
2009,Social Work,NDEG,Social Work,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009,Social Work,MSW,Social Work,,225,25,200,0,169,9,24,6,1,0,0,2,14,0,0,0,0,217,8
2009,Social Work,PHD,Social Work,,33,6,27,0,9,1,2,1,0,0,0,20,0,0,0,0,0,11,22
2008,Social Work,NDEG,Social Work,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2008,Social Work,MSW,Social Work,,232,26,206,0,171,12,33,7,1,0,0,1,7,0,0,0,0,217,15
2008,Social Work,PHD,Social Work,,29,5,24,0,9,1,1,2,0,0,0,16,0,0,0,0,0,10,19
2007,Social Work,MSW,Social Work,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,Social Work,NDEG,Social Work,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2007,Social Work,MSW,Social Work,,228,21,207,0,165,13,31,12,1,0,0,2,4,0,0,0,0,218,10
2007,Social Work,PHD,Social Work,,25,5,20,0,7,1,1,3,0,0,0,13,0,0,0,0,0,7,18
2006,Social Work,MSW,Social Work,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,Social Work,MSW,Social Work,,229,13,216,0,171,8,31,16,0,0,0,1,2,0,0,0,0,213,16
2006,Social Work,PHD,Social Work,,24,4,20,0,7,1,2,3,0,0,0,11,0,0,0,0,0,7,17
2005,Social Work,MSW,Social Work,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2005,Social Work,NDEG,Social Work,,3,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
2005,Social Work,PHD,Social Work,,24,3,21,0,7,0,3,3,0,0,0,11,0,0,0,0,0,9,15
2005,Social Work,MSW,Social Work,,260,16,244,0,196,5,40,12,1,0,0,0,6,0,0,0,0,238,22
2004,Social Work,MSW,Social Work,,274,26,248,0,217,3,37,7,1,0,0,1,8,0,0,0,0,249,25
2004,Social Work,PHD,Social Work,,23,4,19,0,9,0,2,3,0,0,0,9,0,0,0,0,0,9,14
1980,Social Work,,Social Work,,108,22,86,0,94,3,6,4,1,0,0,0,0,0,0,0,0,106,2
1980,Social Work,,Social Work,,207,47,160,1,185,0,9,4,1,0,0,7,0,0,0,0,0,182,25
1981,Social Work,,Social Work,,95,16,79,0,82,4,5,2,2,0,0,0,0,0,0,0,0,94,1
1981,Social Work,,Social Work,,221,41,180,8,188,1,11,2,1,0,0,10,0,0,0,0,0,199,22
1982,Social Work,,Social Work,,83,12,71,0,0,2,3,73,5,0,0,0,0,0,0,0,0,0,83
1982,Social Work,,Social Work,,210,52,158,25,12,3,2,161,7,0,0,21,0,0,0,0,0,0,189
1983,Social Work,,Social Work,,73,11,62,0,70,0,3,0,0,0,0,0,0,0,0,0,0,72,1
1983,Social Work,,Social Work,,200,46,154,18,160,3,7,2,1,0,0,9,0,0,0,0,0,180,20
1984,Social Work,,Social Work,,77,10,67,3,67,2,2,1,1,0,0,1,0,0,0,0,0,74,3
1984,Social Work,,Social Work,,201,42,159,17,166,1,7,2,0,0,0,8,0,0,0,0,0,175,26
1985,Social Work,,Social Work,,83,12,71,3,73,2,1,1,1,0,0,2,0,0,0,0,0,79,4
1985,Social Work,,Social Work,,199,43,156,20,153,2,10,3,0,0,0,11,0,0,0,0,0,169,30
1986,Social Work,,Social Work,,89,14,75,2,79,4,1,1,1,0,0,1,0,0,0,0,0,87,2
1986,Social Work,,Social Work,,181,40,141,21,135,2,8,4,1,0,0,10,0,0,0,0,0,156,25
1987,Social Work,,Social Work,,70,12,58,1,63,2,2,0,1,0,0,1,0,0,0,0,0,67,3
1987,Social Work,,Social Work,,204,43,161,20,152,4,11,2,2,0,0,13,0,0,0,0,0,177,27
1988,Social Work,,Social Work,,174,38,136,16,129,2,10,3,1,0,0,13,0,0,0,0,0,146,28
1989,Social Work,,Social Work,,61,7,54,0,54,4,1,0,1,0,0,1,0,0,0,0,0,58,3
1989,Social Work,,Social Work,,172,33,139,8,136,4,6,2,0,0,0,16,0,0,0,0,0,138,34
1990,Social Work,,Social Work,,68,12,56,2,57,4,1,2,1,0,0,1,0,0,0,0,0,64,4
1990,Social Work,,Social Work,,224,36,188,35,162,5,5,1,0,0,0,16,0,0,0,0,0,192,32
1991,Social Work,,Social Work,,83,17,66,4,69,6,1,3,0,0,0,0,0,0,0,0,0,81,2
1991,Social Work,,Social Work,,243,40,203,17,199,3,8,3,0,0,0,13,0,0,0,0,0,211,32
1992,Social Work,,Social Work,,79,10,69,3,66,5,1,3,0,0,0,1,0,0,0,0,0,77,2
1992,Social Work,,Social Work,,256,45,211,17,203,4,19,2,1,0,0,10,0,0,0,0,0,224,32
1993,Social Work,,Social Work,,50,7,43,2,42,2,2,1,1,0,0,0,0,0,0,0,0,49,1
1993,Social Work,,Social Work,,284,49,235,13,227,7,18,3,0,0,0,16,0,0,0,0,0,243,41
1994,Social Work,,Social Work,,49,6,43,0,41,5,2,1,0,0,0,0,0,0,0,0,0,47,2
1994,Social Work,,Social Work,,283,46,237,15,224,7,18,1,0,0,0,18,0,0,0,0,0,240,43
1995,Social Work,,Social Work,,25,4,21,1,24,20,1,1,3,0,0,0,0,0,0,0,0,0,0
1995,Social Work,,Social Work,,269,47,222,31,191,9,20,2,1,0,0,15,0,0,0,0,0,220,49
1996,Social Work,,Social Work,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,Social Work,,Social Work,,275,41,234,38,179,9,27,7,2,0,0,13,0,0,0,0,0,233,42
1997,Social Work,,Social Work,,137,20,117,29,84,4,13,2,0,0,0,5,0,0,0,0,0,114,23
1998,Social Work,,Social Work,,67,15,52,42,15,1,3,1,0,0,0,5,0,0,0,0,0,61,6
1999,Social Work,,Social Work,,11,2,9,5,5,0,1,0,0,0,0,0,0,0,0,0,0,11,0
2000,Social Work,,Social Work,,4,0,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
2001,Social Work,,Social Work,,4,1,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,3
2002,Social Work,,Social Work,,7,3,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
2003,Social Work,,Social Work,,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1997,Social Work,,Social Work,,6,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1998,Social Work,,Social Work,,6,2,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,3,3
1999,Social Work,,Social Work,,9,0,9,0,8,0,1,0,0,0,0,0,0,0,0,0,0,8,1
2000,Social Work,,Social Work,,11,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11
2001,Social Work,,Social Work,,7,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
2003,Social Work,,Social Work,,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1997,Social Work,,Social Work,,14,4,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1998,Social Work,,Social Work,,9,1,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1999,Social Work,,Social Work,,34,7,27,11,21,0,2,0,0,0,0,0,0,0,0,0,0,34,0
2000,Social Work,,Social Work,,44,9,35,7,0,2,0,32,3,0,0,0,0,0,0,0,0,0,44
2001,Social Work,,Social Work,,43,8,35,7,0,1,0,30,5,0,0,0,0,0,0,0,0,0,43
2002,Social Work,,Social Work,,44,5,39,12,0,0,0,27,5,0,0,0,0,0,0,0,0,0,44
2003,Social Work,,Social Work,,51,5,46,8,40,0,3,0,0,0,0,0,0,0,0,0,0,51,0
1997,Social Work,,Social Work,,8,3,5,0,3,0,1,0,0,0,0,4,0,0,0,0,0,1,7
1998,Social Work,,Social Work,,15,4,11,0,9,0,1,0,0,0,0,5,0,0,0,0,0,4,11
1999,Social Work,,Social Work,,18,5,13,0,8,0,2,0,0,0,0,8,0,0,0,0,0,6,12
2000,Social Work,,Social Work,,19,5,14,0,10,0,0,7,2,0,0,12,0,0,0,0,0,0,7
2001,Social Work,,Social Work,,20,5,15,0,11,0,0,7,2,0,0,13,0,0,0,0,0,0,7
2002,Social Work,,Social Work,,17,4,13,0,9,0,0,8,0,0,0,12,0,0,0,0,0,0,5
2003,Social Work,,Social Work,,22,3,19,1,8,0,2,2,0,0,0,9,0,0,0,0,0,9,13
1997,Social Work,,Social Work,,89,10,79,2,68,6,8,4,0,0,0,1,0,0,0,0,0,81,8
1998,Social Work,,Social Work,,192,25,167,3,149,9,23,6,0,0,0,2,0,0,0,0,0,169,23
1999,Social Work,,Social Work,,224,31,193,1,168,5,34,10,0,0,0,6,0,0,0,0,0,197,27
2000,Social Work,,Social Work,,205,24,181,38,5,11,1,125,25,0,0,26,0,0,0,0,0,0,179
2001,Social Work,,Social Work,,179,25,154,35,5,12,1,108,18,0,0,24,0,0,0,0,0,0,155
2002,Social Work,,Social Work,,217,29,188,34,6,15,1,140,21,0,0,27,0,0,0,0,0,0,190
2003,Social Work,,Social Work,,220,23,197,18,154,2,27,10,2,0,0,7,0,0,0,0,0,190,30
2018,LAS,BALAS,Sociology,,167,61,106,0,48,10,44,42,0,0,6,17,0,51,3,1,13,141,26
2018,LAS,BALAS,Sociology,,12,1,11,0,4,1,1,4,0,0,0,2,0,1,0,0,1,10,2
2018,LAS,PHD,Sociology,,34,15,19,0,13,2,2,4,0,0,1,11,1,3,1,0,4,8,26
2017,LAS,BALAS,Sociology,,150,60,90,0,49,9,38,30,0,0,6,16,2,44,3,0,11,124,26
2017,LAS,BALAS,Sociology,,13,5,8,0,3,1,2,6,0,0,0,1,0,2,0,0,2,12,1
2017,LAS,PHD,Sociology,,37,16,21,0,12,2,2,6,0,0,2,12,1,4,1,0,5,9,28
2016,LAS,BALAS,Sociology,,150,68,82,0,43,16,41,26,0,0,7,15,2,48,2,0,18,118,32
2016,LAS,BALAS,Sociology,,16,7,9,0,8,1,1,2,0,0,0,4,0,1,0,0,2,10,6
2016,LAS,PHD,Sociology,,45,17,28,0,17,3,3,4,0,0,1,16,1,4,0,0,4,9,36
2015,LAS,MA,Sociology,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2015,LAS,BALAS,Sociology,,19,6,13,0,8,4,2,2,0,0,1,2,0,3,0,0,4,15,4
2015,LAS,BALAS,Sociology,,172,82,90,0,52,18,40,31,0,0,11,18,2,49,3,2,23,138,34
2015,LAS,PHD,Sociology,,49,19,30,0,20,3,1,4,0,0,1,18,2,2,0,0,4,12,37
2014,LAS,BALAS,Sociology,,17,5,12,0,7,3,1,4,0,0,1,1,0,3,1,0,3,15,2
2014,LAS,PHD,Sociology,,37,11,26,0,17,4,2,2,0,0,1,9,2,2,0,0,5,11,26
2014,LAS,BALAS,Sociology,,183,77,106,0,60,22,38,30,0,0,7,26,0,45,7,3,25,144,39
2013,LAS,PHD,Sociology,,48,18,30,0,20,7,2,4,0,0,1,12,2,2,0,0,0,14,34
2013,LAS,BALAS,Sociology,,26,11,15,0,10,6,2,6,0,0,0,2,0,3,1,0,0,23,3
2013,LAS,BALAS,Sociology,,207,83,124,0,72,28,45,26,0,0,4,31,1,49,9,0,0,165,42
2012,LAS,BALAS,Sociology,,22,5,17,0,13,3,0,2,0,0,0,4,0,0,2,0,0,17,5
2012,LAS,BSLAS,Sociology,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2012,LAS,PHD,Sociology,,41,18,23,0,17,3,2,4,0,0,1,13,1,2,0,0,0,9,32
